M0	BOS/EOS,*,*,*,*,*,*
V1391	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,願う
V1392	動詞,非自立,*,*,五段・ワ行促音便,連用形,あう
V1393	動詞,非自立,*,*,五段・ワ行促音便,連用形,しまう
V1394	動詞,非自立,*,*,五段・ワ行促音便,連用形,じまう
V1395	動詞,非自立,*,*,五段・ワ行促音便,連用形,じゃう
V1396	動詞,非自立,*,*,五段・ワ行促音便,連用形,たまう
V1397	動詞,非自立,*,*,五段・ワ行促音便,連用形,ちまう
V1398	動詞,非自立,*,*,五段・ワ行促音便,連用形,ちゃう
V1399	動詞,非自立,*,*,五段・ワ行促音便,連用形,もらう
V1400	動詞,非自立,*,*,五段・ワ行促音便,連用形,合う
V1401	動詞,非自立,*,*,五段・ワ行促音便,連用形,給う
V1402	動詞,非自立,*,*,五段・ワ行促音便,連用形,願う
V1403	動詞,非自立,*,*,四段・ハ行,仮定形,しまふ
V1404	動詞,非自立,*,*,四段・ハ行,命令ｅ,しまふ
V1405	動詞,非自立,*,*,四段・ハ行,基本形,しまふ
V1406	動詞,非自立,*,*,四段・ハ行,未然形,しまふ
V1407	動詞,非自立,*,*,四段・ハ行,連用形,しまふ
N0	名詞,サ変接続,*,*,*,*,*
N1	名詞,サ変接続,*,*,*,*,上京
N2	名詞,サ変接続,*,*,*,*,事故
N3	名詞,サ変接続,*,*,*,*,使用
N4	名詞,サ変接続,*,*,*,*,変換
N5	名詞,サ変接続,*,*,*,*,抵抗
N6	名詞,サ変接続,*,*,*,*,試用
N7	名詞,サ変接続,*,*,*,*,話
N8	名詞,サ変接続,*,*,*,*,講座
N9	名詞,ナイ形容詞語幹,*,*,*,*,*
N10	名詞,一般,*,*,*,*,*
N11	名詞,一般,*,*,*,*,あと
N12	名詞,一般,*,*,*,*,こ
N13	名詞,一般,*,*,*,*,はなし
N14	名詞,一般,*,*,*,*,ほん
N15	名詞,一般,*,*,*,*,上
N16	名詞,一般,*,*,*,*,下
N17	名詞,一般,*,*,*,*,仕様
N18	名詞,一般,*,*,*,*,他
N19	名詞,一般,*,*,*,*,件
N20	名詞,一般,*,*,*,*,何Xか
N21	名詞,一般,*,*,*,*,例
N22	名詞,一般,*,*,*,*,北
N23	名詞,一般,*,*,*,*,危機
N24	名詞,一般,*,*,*,*,口座
N25	名詞,一般,*,*,*,*,地震
N26	名詞,一般,*,*,*,*,声
N27	名詞,一般,*,*,*,*,女史
N28	名詞,一般,*,*,*,*,女子
N29	名詞,一般,*,*,*,*,子
N30	名詞,一般,*,*,*,*,家
N31	名詞,一般,*,*,*,*,家庭
N32	名詞,一般,*,*,*,*,年
N33	名詞,一般,*,*,*,*,店
N34	名詞,一般,*,*,*,*,得
N35	名詞,一般,*,*,*,*,手
N36	名詞,一般,*,*,*,*,月
N37	名詞,一般,*,*,*,*,期間
N38	名詞,一般,*,*,*,*,木
N39	名詞,一般,*,*,*,*,本
N40	名詞,一般,*,*,*,*,機会
N41	名詞,一般,*,*,*,*,機器
N42	名詞,一般,*,*,*,*,機械
N43	名詞,一般,*,*,*,*,機関
N44	名詞,一般,*,*,*,*,気
N45	名詞,一般,*,*,*,*,無
N46	名詞,一般,*,*,*,*,状況
N47	名詞,一般,*,*,*,*,目
N48	名詞,一般,*,*,*,*,自己
N49	名詞,一般,*,*,*,*,自身
N50	名詞,一般,*,*,*,*,色
N51	名詞,一般,*,*,*,*,課程
N52	名詞,一般,*,*,*,*,過程
N53	名詞,一般,*,*,*,*,間
N54	名詞,一般,*,*,*,*,音
N55	名詞,一般,*,*,*,*,顔
N56	名詞,一般,*,*,*,*,駅
N57	名詞,一般,*,*,*,*,魚
N58	名詞,代名詞,一般,*,*,*,*
N59	名詞,代名詞,一般,*,*,*,わたし
N60	名詞,代名詞,一般,*,*,*,何Xか
N61	名詞,代名詞,一般,*,*,*,私
N62	名詞,代名詞,副詞可能,*,*,*,*
N63	名詞,代名詞,副詞可能,時間,*,*,*
N64	名詞,代名詞,場所,*,*,*,*
N65	名詞,代名詞,対象,*,*,*,*
N66	名詞,代名詞,対象・場所,*,*,*,*
N67	名詞,代名詞,縮約,*,*,*,*
N68	名詞,副詞可能,*,*,*,*,*
N69	名詞,副詞可能,*,*,*,*,いま
N70	名詞,副詞可能,*,*,*,*,すべて
N71	名詞,副詞可能,*,*,*,*,今
N72	名詞,副詞可能,*,*,*,*,今日
N73	名詞,副詞可能,*,*,*,*,前
N74	名詞,副詞可能,*,*,*,*,場合
N75	名詞,副詞可能,*,*,*,*,時間
N76	名詞,副詞可能,*,*,*,*,現在
N77	名詞,副詞可能,*,*,*,*,結果
N78	名詞,動詞非自立的,*,*,*,*,*
N79	名詞,固有名詞,一般,*,*,*,*
N80	名詞,固有名詞,人名,一般,*,*,*
N81	名詞,固有名詞,人名,名,*,*,*
N82	名詞,固有名詞,人名,姓,*,*,*
N83	名詞,固有名詞,地域,一般,*,*,*
N84	名詞,固有名詞,地域,一般,*,*,府名
N85	名詞,固有名詞,地域,一般,*,*,県名
N86	名詞,固有名詞,地域,一般,*,*,都名
N87	名詞,固有名詞,地域,国,*,*,*
N88	名詞,固有名詞,組織,*,*,*,*
N89	名詞,引用文字列,*,*,*,*,*
N90	名詞,形容動詞語幹,*,*,*,*,*
N91	名詞,形容動詞語幹,*,*,*,*,こんな
N92	名詞,形容動詞語幹,*,*,*,*,そんな
N93	名詞,形容動詞語幹,*,*,*,*,どんな
N94	名詞,形容動詞語幹,*,*,*,*,同じ
N95	名詞,接尾,サ変接続,*,*,*,仕舞い
N96	名詞,接尾,サ変接続,*,*,*,会
N97	名詞,接尾,サ変接続,*,*,*,入り
N98	名詞,接尾,サ変接続,*,*,*,分け
N99	名詞,接尾,サ変接続,*,*,*,勝
N100	名詞,接尾,サ変接続,*,*,*,化
N101	名詞,接尾,サ変接続,*,*,*,干し
N102	名詞,接尾,サ変接続,*,*,*,式
N103	名詞,接尾,サ変接続,*,*,*,損
N104	名詞,接尾,サ変接続,*,*,*,死
N105	名詞,接尾,サ変接続,*,*,*,溜め
N106	名詞,接尾,サ変接続,*,*,*,視
N107	名詞,接尾,サ変接続,*,*,*,話
N108	名詞,接尾,一般,*,*,*,*
N109	名詞,接尾,一般,*,*,*,よう
N110	名詞,接尾,一般,*,*,*,下
N111	名詞,接尾,一般,*,*,*,事
N112	名詞,接尾,一般,*,*,*,人
N113	名詞,接尾,一般,*,*,*,休
N114	名詞,接尾,一般,*,*,*,内
N115	名詞,接尾,一般,*,*,*,刑
N116	名詞,接尾,一般,*,*,*,初
N117	名詞,接尾,一般,*,*,*,制
N118	名詞,接尾,一般,*,*,*,勝
N119	名詞,接尾,一般,*,*,*,名
N120	名詞,接尾,一般,*,*,*,器
N121	名詞,接尾,一般,*,*,*,型
N122	名詞,接尾,一般,*,*,*,外
N123	名詞,接尾,一般,*,*,*,小
N124	名詞,接尾,一般,*,*,*,展
N125	名詞,接尾,一般,*,*,*,店
N126	名詞,接尾,一般,*,*,*,式
N127	名詞,接尾,一般,*,*,*,引き
N128	名詞,接尾,一般,*,*,*,形
N129	名詞,接尾,一般,*,*,*,性
N130	名詞,接尾,一般,*,*,*,書
N131	名詞,接尾,一般,*,*,*,期
N132	名詞,接尾,一般,*,*,*,機
N133	名詞,接尾,一般,*,*,*,点
N134	名詞,接尾,一般,*,*,*,無し
N135	名詞,接尾,一般,*,*,*,球
N136	名詞,接尾,一般,*,*,*,産
N137	名詞,接尾,一般,*,*,*,用
N138	名詞,接尾,一般,*,*,*,症
N139	名詞,接尾,一般,*,*,*,痛
N140	名詞,接尾,一般,*,*,*,発
N141	名詞,接尾,一般,*,*,*,目
N142	名詞,接尾,一般,*,*,*,省
N143	名詞,接尾,一般,*,*,*,系
N144	名詞,接尾,一般,*,*,*,級
N145	名詞,接尾,一般,*,*,*,者
N146	名詞,接尾,一般,*,*,*,臭
N147	名詞,接尾,一般,*,*,*,葉
N148	名詞,接尾,一般,*,*,*,製
N149	名詞,接尾,一般,*,*,*,計
N150	名詞,接尾,一般,*,*,*,記
N151	名詞,接尾,一般,*,*,*,証
N152	名詞,接尾,一般,*,*,*,買
N153	名詞,接尾,一般,*,*,*,買い
N154	名詞,接尾,一般,*,*,*,賞
N155	名詞,接尾,一般,*,*,*,週
N156	名詞,接尾,一般,*,*,*,階
N157	名詞,接尾,一般,*,*,*,集
N158	名詞,接尾,人名,*,*,*,*
N159	名詞,接尾,副詞可能,*,*,*,*
N160	名詞,接尾,副詞可能,*,*,*,上
N161	名詞,接尾,副詞可能,*,*,*,下
N162	名詞,接尾,副詞可能,*,*,*,中
N163	名詞,接尾,副詞可能,*,*,*,分
N164	名詞,接尾,副詞可能,*,*,*,前
N165	名詞,接尾,副詞可能,*,*,*,後
N166	名詞,接尾,副詞可能,*,*,*,時
N167	名詞,接尾,副詞可能,*,*,*,末
N168	名詞,接尾,助動詞語幹,*,*,*,そ
N169	名詞,接尾,助動詞語幹,*,*,*,そう
N170	名詞,接尾,助数詞,*,*,*,*
N171	名詞,接尾,助数詞,*,*,*,つ
N172	名詞,接尾,助数詞,*,*,*,周
N173	名詞,接尾,助数詞,*,*,*,回
N174	名詞,接尾,助数詞,*,*,*,時
N175	名詞,接尾,助数詞,*,*,*,月
N176	名詞,接尾,助数詞,*,*,*,次
N177	名詞,接尾,助数詞,*,*,*,階
N178	名詞,接尾,地域,*,*,*,*
N179	名詞,接尾,地域,*,*,*,区
N180	名詞,接尾,地域,*,*,*,市
N181	名詞,接尾,地域,*,*,*,府
N182	名詞,接尾,地域,*,*,*,村
N183	名詞,接尾,地域,*,*,*,町
N184	名詞,接尾,地域,*,*,*,県
N185	名詞,接尾,地域,*,*,*,郡
N186	名詞,接尾,地域,*,*,*,駅
N187	名詞,接尾,形容動詞語幹,*,*,*,*
N188	名詞,接尾,形容動詞語幹,*,*,*,がち
N189	名詞,接尾,形容動詞語幹,*,*,*,好き
N190	名詞,接尾,形容動詞語幹,*,*,*,用
N191	名詞,接尾,形容動詞語幹,*,*,*,的
N192	名詞,接尾,特殊,*,*,*,さ
N193	名詞,接尾,特殊,*,*,*,たて
N194	名詞,接尾,特殊,*,*,*,っぷり
N195	名詞,接尾,特殊,*,*,*,ぶり
N196	名詞,接尾,特殊,*,*,*,み
N197	名詞,接尾,特殊,*,*,*,カタ
N198	名詞,接尾,特殊,*,*,*,方
N199	名詞,接尾可能,人名,*,*,*,*
N200	名詞,接尾可能,人名,*,*,*,女史
N201	名詞,接続詞的,*,*,*,*,*
N202	名詞,数,*,*,*,*,*
N203	名詞,数,アラビア数字,*,*,*,*
N204	名詞,数,区切り文字,*,*,*,*
N205	名詞,数,漢数字,*,*,*,*
N206	名詞,数,漢数字,*,*,*,万
N207	名詞,数,漢数字,*,*,*,京
N208	名詞,数,漢数字,*,*,*,億
N209	名詞,数,漢数字,*,*,*,兆
N210	名詞,数,漢数字,*,*,*,十
N211	名詞,数,漢数字,*,*,*,千
N212	名詞,数,漢数字,*,*,*,垓
N213	名詞,数,漢数字,*,*,*,澗
N214	名詞,数,漢数字,*,*,*,百
N215	名詞,特殊,助動詞語幹,*,*,*,*
N216	名詞,非自立,一般,*,*,*,あまり
N217	名詞,非自立,一般,*,*,*,うえ
N218	名詞,非自立,一般,*,*,*,うち
N219	名詞,非自立,一般,*,*,*,かい
N220	名詞,非自立,一般,*,*,*,かけ
N221	名詞,非自立,一般,*,*,*,かた
N222	名詞,非自立,一般,*,*,*,がい
N223	名詞,非自立,一般,*,*,*,きらい
N224	名詞,非自立,一般,*,*,*,くせ
N225	名詞,非自立,一般,*,*,*,こと
N226	名詞,非自立,一般,*,*,*,こなし
N227	名詞,非自立,一般,*,*,*,さし
N228	名詞,非自立,一般,*,*,*,さま
N229	名詞,非自立,一般,*,*,*,さら
N230	名詞,非自立,一般,*,*,*,すえ
N231	名詞,非自立,一般,*,*,*,すべ
N232	名詞,非自立,一般,*,*,*,せい
N233	名詞,非自立,一般,*,*,*,たか
N234	名詞,非自立,一般,*,*,*,たぐい
N235	名詞,非自立,一般,*,*,*,ため
N236	名詞,非自立,一般,*,*,*,つもり
N237	名詞,非自立,一般,*,*,*,とき
N238	名詞,非自立,一般,*,*,*,どころ
N239	名詞,非自立,一般,*,*,*,の
N240	名詞,非自立,一般,*,*,*,のん
N241	名詞,非自立,一般,*,*,*,はず
N242	名詞,非自立,一般,*,*,*,はずみ
N243	名詞,非自立,一般,*,*,*,ふし
N244	名詞,非自立,一般,*,*,*,ふり
N245	名詞,非自立,一般,*,*,*,へん
N246	名詞,非自立,一般,*,*,*,ほう
N247	名詞,非自立,一般,*,*,*,ほど
N248	名詞,非自立,一般,*,*,*,もと
N249	名詞,非自立,一般,*,*,*,もの
N250	名詞,非自立,一般,*,*,*,もん
N251	名詞,非自立,一般,*,*,*,やつ
N252	名詞,非自立,一般,*,*,*,わけ
N253	名詞,非自立,一般,*,*,*,ん
N254	名詞,非自立,一般,*,*,*,コト
N255	名詞,非自立,一般,*,*,*,ツモリ
N256	名詞,非自立,一般,*,*,*,ドコロ
N257	名詞,非自立,一般,*,*,*,フシ
N258	名詞,非自立,一般,*,*,*,ホ
N259	名詞,非自立,一般,*,*,*,モノ
N260	名詞,非自立,一般,*,*,*,ン
N261	名詞,非自立,一般,*,*,*,下
N262	名詞,非自立,一般,*,*,*,事
N263	名詞,非自立,一般,*,*,*,以北
N264	名詞,非自立,一般,*,*,*,以南
N265	名詞,非自立,一般,*,*,*,作
N266	名詞,非自立,一般,*,*,*,側
N267	名詞,非自立,一般,*,*,*,割
N268	名詞,非自立,一般,*,*,*,半
N269	名詞,非自立,一般,*,*,*,厨
N270	名詞,非自立,一般,*,*,*,場
N271	名詞,非自立,一般,*,*,*,奴
N272	名詞,非自立,一般,*,*,*,折
N273	名詞,非自立,一般,*,*,*,故
N274	名詞,非自立,一般,*,*,*,方
N275	名詞,非自立,一般,*,*,*,日
N276	名詞,非自立,一般,*,*,*,旨
N277	名詞,非自立,一般,*,*,*,時
N278	名詞,非自立,一般,*,*,*,機
N279	名詞,非自立,一般,*,*,*,気
N280	名詞,非自立,一般,*,*,*,点
N281	名詞,非自立,一般,*,*,*,物
N282	名詞,非自立,一般,*,*,*,生み
N283	名詞,非自立,一般,*,*,*,目
N284	名詞,非自立,一般,*,*,*,程
N285	名詞,非自立,一般,*,*,*,種
N286	名詞,非自立,一般,*,*,*,筈
N287	名詞,非自立,一般,*,*,*,者
N288	名詞,非自立,一般,*,*,*,訳
N289	名詞,非自立,副詞可能,*,*,*,あまり
N290	名詞,非自立,副詞可能,*,*,*,うえ
N291	名詞,非自立,副詞可能,*,*,*,うち
N292	名詞,非自立,副詞可能,*,*,*,かぎり
N293	名詞,非自立,副詞可能,*,*,*,かた
N294	名詞,非自立,副詞可能,*,*,*,きり
N295	名詞,非自立,副詞可能,*,*,*,ころ
N296	名詞,非自立,副詞可能,*,*,*,ごと
N297	名詞,非自立,副詞可能,*,*,*,さなか
N298	名詞,非自立,副詞可能,*,*,*,たび
N299	名詞,非自立,副詞可能,*,*,*,ため
N300	名詞,非自立,副詞可能,*,*,*,っきり
N301	名詞,非自立,副詞可能,*,*,*,ついで
N302	名詞,非自立,副詞可能,*,*,*,つど
N303	名詞,非自立,副詞可能,*,*,*,とおり
N304	名詞,非自立,副詞可能,*,*,*,とき
N305	名詞,非自立,副詞可能,*,*,*,ところ
N306	名詞,非自立,副詞可能,*,*,*,とたん
N307	名詞,非自立,副詞可能,*,*,*,なか
N308	名詞,非自立,副詞可能,*,*,*,のち
N309	名詞,非自立,副詞可能,*,*,*,はじめ
N310	名詞,非自立,副詞可能,*,*,*,はず
N311	名詞,非自立,副詞可能,*,*,*,ほど
N312	名詞,非自立,副詞可能,*,*,*,まま
N313	名詞,非自立,副詞可能,*,*,*,まんま
N314	名詞,非自立,副詞可能,*,*,*,ゆえ
N315	名詞,非自立,副詞可能,*,*,*,トコロ
N316	名詞,非自立,副詞可能,*,*,*,マンマ
N317	名詞,非自立,副詞可能,*,*,*,一方
N318	名詞,非自立,副詞可能,*,*,*,中
N319	名詞,非自立,副詞可能,*,*,*,他
N320	名詞,非自立,副詞可能,*,*,*,以上
N321	名詞,非自立,副詞可能,*,*,*,以内
N322	名詞,非自立,副詞可能,*,*,*,以外
N323	名詞,非自立,副詞可能,*,*,*,以後
N324	名詞,非自立,副詞可能,*,*,*,以降
N325	名詞,非自立,副詞可能,*,*,*,内
N326	名詞,非自立,副詞可能,*,*,*,初め
N327	名詞,非自立,副詞可能,*,*,*,夕
N328	名詞,非自立,副詞可能,*,*,*,外
N329	名詞,非自立,副詞可能,*,*,*,家
N330	名詞,非自立,副詞可能,*,*,*,度
N331	名詞,非自立,副詞可能,*,*,*,後
N332	名詞,非自立,副詞可能,*,*,*,後半
N333	名詞,非自立,副詞可能,*,*,*,所
N334	名詞,非自立,副詞可能,*,*,*,折
N335	名詞,非自立,副詞可能,*,*,*,故
N336	名詞,非自立,副詞可能,*,*,*,日
N337	名詞,非自立,副詞可能,*,*,*,時
N338	名詞,非自立,副詞可能,*,*,*,未満
N339	名詞,非自立,副詞可能,*,*,*,末
N340	名詞,非自立,副詞可能,*,*,*,毎
N341	名詞,非自立,副詞可能,*,*,*,為
N342	名詞,非自立,副詞可能,*,*,*,矢先
N343	名詞,非自立,副詞可能,*,*,*,自身
N344	名詞,非自立,副詞可能,*,*,*,途端
N345	名詞,非自立,副詞可能,*,*,*,都度
N346	名詞,非自立,副詞可能,*,*,*,限り
N347	名詞,非自立,副詞可能,*,*,*,際
N348	名詞,非自立,副詞可能,*,*,*,頃
N349	名詞,非自立,助動詞語幹,*,*,*,やう
N350	名詞,非自立,助動詞語幹,*,*,*,よ
N351	名詞,非自立,助動詞語幹,*,*,*,よう
N352	名詞,非自立,助動詞語幹,*,*,*,様
N353	名詞,非自立,形容動詞語幹,*,*,*,ふう
N354	名詞,非自立,形容動詞語幹,*,*,*,みたい
A0	形容詞,接尾,*,*,*,文語基本形,*
A1	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,くさい
A2	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,っぽい
A3	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,ぽい
A4	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,太い
A5	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,強い
A6	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,早い
A7	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,深い
A8	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,臭い
A9	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,辛い
A10	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,速い
A11	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,遠い
A12	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,高い
A13	形容詞,接尾,*,*,形容詞・アウオ段,ガル接続,黒い
A14	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,くさい
A15	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,っぽい
A16	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,ぽい
A17	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,太い
A18	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,強い
A19	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,早い
A20	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,深い
A21	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,臭い
A22	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,辛い
A23	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,速い
A24	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,遠い
A25	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,高い
A26	形容詞,接尾,*,*,形容詞・アウオ段,仮定形,黒い
A27	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,くさい
A28	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,っぽい
A29	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,ぽい
A30	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,太い
A31	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,強い
A32	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,早い
A33	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,深い
A34	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,臭い
A35	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,辛い
A36	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,速い
A37	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,遠い
A38	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,高い
A39	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約１,黒い
A40	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,くさい
A41	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,っぽい
A42	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,ぽい
A43	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,太い
A44	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,強い
A45	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,早い
A46	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,深い
A47	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,臭い
A48	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,辛い
A49	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,速い
A50	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,遠い
A51	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,高い
A52	形容詞,接尾,*,*,形容詞・アウオ段,仮定縮約２,黒い
A53	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,くさい
A54	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,っぽい
A55	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,ぽい
A56	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,ポイ
A57	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,太い
A58	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,強い
A59	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,早い
A60	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,深い
A61	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,臭い
A62	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,辛い
A63	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,速い
A64	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,遠い
A65	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,高い
A66	形容詞,接尾,*,*,形容詞・アウオ段,体言接続,黒い
A67	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,くさい
A68	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,っぽい
A69	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,太い
A70	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,強い
A71	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,早い
A72	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,深い
A73	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,臭い
A74	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,辛い
A75	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,速い
A76	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,遠い
A77	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,高い
A78	形容詞,接尾,*,*,形容詞・アウオ段,口語基本形,黒い
A79	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,くさい
A80	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,っぽい
A81	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,ぽい
A82	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,太い
A83	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,強い
A84	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,早い
A85	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,深い
A86	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,臭い
A87	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,辛い
A88	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,速い
A89	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,遠い
A90	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,高い
A91	形容詞,接尾,*,*,形容詞・アウオ段,命令ｅ,黒い
A92	形容詞,接尾,*,*,形容詞・アウオ段,基本形,くさい
A93	形容詞,接尾,*,*,形容詞・アウオ段,基本形,っぽい
A94	形容詞,接尾,*,*,形容詞・アウオ段,基本形,ぽい
A95	形容詞,接尾,*,*,形容詞・アウオ段,基本形,太い
A96	形容詞,接尾,*,*,形容詞・アウオ段,基本形,強い
A97	形容詞,接尾,*,*,形容詞・アウオ段,基本形,早い
A98	形容詞,接尾,*,*,形容詞・アウオ段,基本形,深い
A99	形容詞,接尾,*,*,形容詞・アウオ段,基本形,臭い
A100	形容詞,接尾,*,*,形容詞・アウオ段,基本形,辛い
A101	形容詞,接尾,*,*,形容詞・アウオ段,基本形,速い
A102	形容詞,接尾,*,*,形容詞・アウオ段,基本形,遠い
A103	形容詞,接尾,*,*,形容詞・アウオ段,基本形,高い
A104	形容詞,接尾,*,*,形容詞・アウオ段,基本形,黒い
A105	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,くさい
A106	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,っぽい
A107	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,ぽい
A108	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,太い
A109	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,強い
A110	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,早い
A111	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,深い
A112	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,臭い
A113	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,辛い
A114	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,速い
A115	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,遠い
A116	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,高い
A117	形容詞,接尾,*,*,形容詞・アウオ段,未然ウ接続,黒い
A118	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,くさい
A119	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,っぽい
A120	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,ぽい
A121	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,太い
A122	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,強い
A123	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,早い
A124	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,深い
A125	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,臭い
A126	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,辛い
A127	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,速い
A128	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,遠い
A129	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,高い
A130	形容詞,接尾,*,*,形容詞・アウオ段,未然ヌ接続,黒い
A131	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,くさい
A132	形容詞,接尾,*,*,形容詞・アウオ段,連用ゴザイ接続,っぽい
